GENDER,CAR,REALITY,NO_OF_CHILD,INCOME,INCOME_TYPE,EDUCATION_TYPE,FAMILY_TYPE,HOUSE_TYPE,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET
0,1,0,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,46,52,10,0
0,1,0,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,30,52,10,0
0,1,0,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,17,52,10,0
0,1,0,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,7,52,10,0
0,1,0,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,36,52,10,0
0,1,0,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,45,52,10,0
0,1,0,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,48,52,10,0
1,0,1,2,99000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,4.0,53,35,1,0
1,0,1,2,99000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,4.0,29,35,1,0
1,0,1,2,99000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,4.0,26,35,1,0
1,0,1,2,99000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,4.0,19,35,1,0
1,0,1,2,99000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,4.0,12,35,1,0
1,0,1,2,99000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,4.0,21,35,1,0
0,1,1,0,360000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,12,55,20,0
0,1,1,0,360000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,55,55,20,0
0,1,1,0,360000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,21,55,20,0
0,1,1,0,360000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,5,55,20,0
0,1,1,0,360000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,25,55,20,0
0,1,1,0,360000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,25,55,20,0
0,1,1,0,360000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,28,55,20,0
0,1,1,0,360000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,19,55,20,0
0,1,1,0,360000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,6,55,20,0
0,1,1,0,360000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,6,55,20,0
1,0,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,10,29,6,0
1,0,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,6,29,6,0
1,0,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,39,29,6,1
1,0,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,25,29,6,0
1,0,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,7,29,6,0
1,0,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,12,29,6,0
1,0,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,20,29,6,0
1,0,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,58,29,6,0
1,1,1,2,90000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,30,35,12,0
1,1,1,2,90000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,30,35,12,0
1,1,1,2,90000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,6,35,12,0
1,1,1,2,90000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,33,35,12,0
1,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,15,57,11,0
1,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,20,57,11,0
1,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,41,57,11,0
1,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,16,57,11,0
1,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,41,57,11,0
1,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,48,57,11,0
1,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,11,57,11,0
1,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,53,57,11,0
1,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,38,57,11,0
1,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,11,57,11,0
1,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,11,57,11,0
1,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,13,57,11,0
1,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,7,57,11,0
1,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,10,57,11,0
1,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,5,57,11,0
0,1,0,2,157500.0,Working,Secondary / secondary special,Married,Office apartment,0,0,1,4.0,37,40,7,0
0,1,0,2,157500.0,Working,Secondary / secondary special,Married,Office apartment,0,0,1,4.0,6,40,7,0
1,0,1,0,135000.0,Working,Incomplete higher,Married,House / apartment,0,0,0,2.0,52,46,10,0
0,1,1,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,42,38,2,0
0,1,1,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,44,38,2,0
0,1,1,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,48,38,2,0
0,1,1,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,40,38,2,0
0,1,1,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,42,38,2,0
1,1,0,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,3.0,58,34,8,0
1,1,0,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,3.0,42,34,8,0
1,0,1,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,28,34,6,0
1,0,1,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,35,34,6,0
1,0,1,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,15,34,6,0
1,0,1,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,17,34,6,0
1,0,1,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,0,1,0,3.0,52,30,10,0
1,0,1,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,0,1,0,3.0,30,30,10,0
1,0,1,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,0,1,0,3.0,44,30,10,0
1,0,1,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,0,1,0,3.0,38,30,10,0
1,0,1,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,0,1,0,3.0,9,30,10,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,8,57,6,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,20,57,6,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,20,57,6,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,44,57,6,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,31,57,6,0
1,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,17,60,23,0
1,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,43,60,23,0
1,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,57,60,23,0
1,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,8,60,23,0
1,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,8,60,23,0
1,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,12,60,23,0
1,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,24,60,23,0
1,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,31,60,23,0
1,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,28,60,23,0
1,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,2.0,39,51,8,0
1,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,2.0,6,51,8,0
1,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,2.0,17,51,8,0
1,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,2.0,28,51,8,0
0,1,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,1,1.0,4,47,7,0
0,1,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,1,1.0,55,47,7,0
1,0,1,0,360000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,1.0,28,50,21,0
1,0,1,0,360000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,1.0,28,50,21,0
1,0,1,0,279000.0,State servant,Higher education,Single / not married,House / apartment,0,0,1,1.0,10,30,2,0
1,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,23,46,10,0
1,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,43,46,10,0
1,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,59,46,10,0
1,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,21,46,10,0
0,1,0,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,4.0,27,34,3,0
0,1,0,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,4.0,26,34,3,0
0,1,0,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,4.0,11,34,3,0
0,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,2.0,57,57,1,0
0,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,2.0,8,57,1,0
0,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,2.0,8,57,1,0
0,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,2.0,48,57,1,0
0,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,2.0,7,57,1,0
0,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,2.0,17,57,1,0
0,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,2.0,23,57,1,0
1,1,1,0,112500.0,Working,Incomplete higher,Single / not married,With parents,0,0,1,1.0,17,22,3,0
1,0,0,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,5,28,5,0
1,0,0,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,34,28,5,0
1,0,0,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,23,28,5,0
1,0,0,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,21,28,5,0
1,0,0,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,16,28,5,0
1,0,0,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,3,28,5,0
1,1,1,2,306000.0,State servant,Higher education,Married,House / apartment,0,0,0,4.0,42,37,11,0
1,1,1,2,306000.0,State servant,Higher education,Married,House / apartment,0,0,0,4.0,39,37,11,0
1,1,1,2,306000.0,State servant,Higher education,Married,House / apartment,0,0,0,4.0,42,37,11,0
1,0,1,1,67500.0,State servant,Secondary / secondary special,Married,Municipal apartment,1,1,0,3.0,19,42,5,0
0,1,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,12,39,3,0
0,1,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,29,39,3,0
0,1,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,2,39,3,0
0,1,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,18,39,3,0
0,1,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,24,39,3,0
1,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,4.0,9,35,6,0
1,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,4.0,15,35,6,0
1,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,4.0,43,35,6,0
1,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,4.0,50,35,6,0
1,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,4.0,56,35,6,0
1,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,4.0,39,35,6,0
1,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,4.0,50,35,6,0
1,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,4.0,42,35,6,0
1,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,22,34,16,0
1,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,54,34,16,0
1,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,27,34,16,0
1,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,20,34,16,0
1,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,35,34,16,0
1,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,24,34,16,0
1,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,29,34,16,0
1,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,20,34,16,0
0,1,1,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,2.0,29,61,4,0
0,1,1,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,2.0,39,61,4,0
0,1,1,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,2.0,7,61,4,0
0,1,1,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,2.0,30,61,4,0
0,1,1,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,2.0,39,61,4,0
1,0,1,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,11,51,5,0
1,0,1,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,16,51,5,0
1,0,1,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,32,51,5,0
1,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,57,58,1,0
1,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,41,58,1,0
0,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,2.0,0,24,2,0
0,0,0,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,2.0,37,46,18,0
0,0,0,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,2.0,45,46,18,0
0,0,0,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,2.0,40,46,18,0
0,0,0,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,2.0,20,46,18,0
0,0,0,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,2.0,31,46,18,0
0,0,0,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,2.0,37,46,18,0
1,0,1,0,76500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,2.0,58,43,14,0
1,0,1,0,76500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,2.0,22,43,14,0
0,0,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,27,50,4,0
0,1,1,0,135000.0,Working,Lower secondary,Married,With parents,0,0,1,2.0,22,27,5,0
0,1,1,0,135000.0,Working,Lower secondary,Married,With parents,0,0,1,2.0,30,27,5,0
0,1,1,0,135000.0,Working,Lower secondary,Married,With parents,0,0,1,2.0,47,27,5,0
0,1,1,0,135000.0,Working,Lower secondary,Married,With parents,0,0,1,2.0,36,27,5,0
0,1,1,0,135000.0,Working,Lower secondary,Married,With parents,0,0,1,2.0,12,27,5,0
0,1,1,0,135000.0,Working,Lower secondary,Married,With parents,0,0,1,2.0,51,27,5,0
0,1,1,0,135000.0,Working,Lower secondary,Married,With parents,0,0,1,2.0,0,27,5,0
0,1,1,0,135000.0,Working,Lower secondary,Married,With parents,0,0,1,2.0,6,27,5,0
0,1,1,0,135000.0,Working,Lower secondary,Married,With parents,0,0,1,2.0,8,27,5,0
0,1,1,0,135000.0,Working,Lower secondary,Married,With parents,0,0,1,2.0,26,27,5,0
1,0,1,0,135000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,2.0,12,38,11,0
1,0,1,0,135000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,2.0,7,38,11,0
1,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,45,48,22,0
1,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,48,48,22,0
1,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,52,48,22,0
1,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,10,48,22,0
1,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,8,48,22,0
1,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,38,48,22,0
1,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,6,48,22,0
1,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,19,48,22,0
1,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,58,48,22,0
0,1,1,0,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,2.0,35,59,6,0
0,1,1,0,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,2.0,8,59,6,0
0,1,1,0,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,2.0,20,59,6,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,34,45,12,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,34,45,12,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,14,45,12,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,20,45,12,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,6,45,12,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,9,45,12,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,17,55,3,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,29,55,3,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,33,55,3,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,29,55,3,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,29,55,3,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,14,55,3,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,37,55,3,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,31,55,3,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,45,55,3,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,1,55,3,0
1,1,1,0,247500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,30,54,23,0
1,1,1,0,247500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,46,54,23,0
1,1,1,1,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,3.0,4,40,10,0
1,1,1,1,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,3.0,16,40,10,0
1,0,1,0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1.0,5,27,3,0
1,0,1,0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1.0,9,27,3,0
1,0,1,0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1.0,13,27,3,0
1,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,39,41,5,0
1,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,6,41,5,0
1,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,21,41,5,0
1,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,4,41,5,0
1,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,36,41,5,0
1,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,23,41,5,0
1,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,23,41,5,0
1,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,23,41,5,0
1,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,44,41,5,0
1,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,25,41,5,0
1,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,44,41,5,0
1,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,32,41,5,0
1,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,42,41,5,0
0,0,0,0,135000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,2.0,45,26,0,0
0,0,0,0,135000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,2.0,1,26,0,0
0,0,0,0,135000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,2.0,26,26,0,0
0,0,0,0,135000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,2.0,30,26,0,0
0,0,0,0,135000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,2.0,47,26,0,0
1,0,1,0,328500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,2.0,12,55,5,0
1,0,1,0,328500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,2.0,16,55,5,0
1,0,0,0,126000.0,Working,Secondary / secondary special,Single / not married,With parents,0,0,0,1.0,4,22,3,0
0,1,0,1,180000.0,State servant,Incomplete higher,Married,With parents,0,0,0,3.0,29,29,3,0
0,1,0,1,180000.0,State servant,Incomplete higher,Married,With parents,0,0,0,3.0,30,29,3,0
1,0,1,0,310500.0,State servant,Higher education,Single / not married,House / apartment,0,0,1,1.0,12,36,4,0
1,0,1,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,11,39,20,0
1,0,1,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,4,39,20,0
0,1,0,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1.0,53,34,6,0
0,1,0,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1.0,23,34,6,0
0,1,0,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1.0,35,34,6,0
0,1,0,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1.0,9,34,6,0
1,1,1,1,157500.0,Working,Higher education,Separated,House / apartment,0,0,1,2.0,33,27,6,0
1,1,1,1,157500.0,Working,Higher education,Separated,House / apartment,0,0,1,2.0,45,27,6,0
1,1,1,1,157500.0,Working,Higher education,Separated,House / apartment,0,0,1,2.0,8,27,6,0
1,1,1,1,157500.0,Working,Higher education,Separated,House / apartment,0,0,1,2.0,32,27,6,0
1,1,1,1,157500.0,Working,Higher education,Separated,House / apartment,0,0,1,2.0,14,27,6,0
1,1,1,1,157500.0,Working,Higher education,Separated,House / apartment,0,0,1,2.0,45,27,6,0
1,1,1,0,540000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,2.0,8,38,7,0
1,1,1,0,540000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,2.0,18,38,7,0
1,1,1,0,540000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,2.0,5,38,7,0
1,1,1,0,540000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,2.0,12,38,7,0
1,1,1,0,540000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,2.0,28,38,7,0
1,1,1,0,540000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,2.0,44,38,7,0
1,1,1,0,540000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,2.0,46,38,7,0
1,1,1,1,225000.0,Working,Higher education,Married,House / apartment,1,1,0,3.0,26,39,4,0
1,1,1,1,225000.0,Working,Higher education,Married,House / apartment,1,1,0,3.0,17,39,4,0
1,1,1,1,225000.0,Working,Higher education,Married,House / apartment,1,1,0,3.0,17,39,4,0
1,1,1,1,225000.0,Working,Higher education,Married,House / apartment,1,1,0,3.0,7,39,4,0
0,1,0,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,2.0,17,37,9,0
0,1,0,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,2.0,21,37,9,0
0,1,0,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,2.0,26,37,9,0
0,1,0,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,2.0,5,37,9,0
0,1,0,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,2.0,31,37,9,0
1,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,2.0,30,43,1,0
1,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,2.0,49,43,1,0
